"","Time","ED_vehicle_id","LV_vehicle_id","Lane","ED_speed_mps","LV_speed_mps","ED_acc_mps2_lag","LV_acc_mps2_lag","ED_position_m_new","LV_position_m_new","LV_width_m","LV_length_m","LV_spacing_m","LV_frspacing_m","ED_jerk_mps3_lag"
"476",47.5,2117,2106,5,1.42446,1.97323,-0.39727,-0.00374,255.58752,263.93552,2,5.1212,8.34799999999998,3.22679999999998,-1.5645
"477",47.6,2117,2106,5,1.36199,1.97253,-0.6247,-0.00705,255.72372,264.13277,2,5.1212,8.40905000000001,3.28785000000001,-2.2743
"478",47.7,2117,2106,5,1.27782,1.9713,-0.84172,-0.01227,255.8515,264.3299,2,5.1212,8.47840000000002,3.35720000000002,-2.1702
"479",47.8,2117,2106,5,1.18308,1.96919,-0.94741,-0.0211,255.96981,264.52682,2,5.1212,8.55700999999999,3.43580999999999,-1.0569
"480",47.9,2117,2106,5,1.08933,1.96556,-0.93752,-0.0363,256.07874,264.72338,2,5.1212,8.64464000000004,3.52344000000004,0.0988999999999995
"481",48,2117,2106,5,1.00448,1.95932,-0.84844,-0.06242,256.17919,264.91931,2,5.1212,8.74011999999999,3.61891999999999,0.8908
"482",48.1,2117,2106,5,0.94086,1.94892,-0.63627,-0.10405,256.27328,265.1142,2,5.1212,8.84091999999998,3.71971999999998,2.1217
"483",48.2,2117,2106,5,0.91277,1.93218,-0.28086,-0.16739,256.36455,265.30742,2,5.1212,8.94286999999997,3.82166999999997,3.5541
"484",48.3,2117,2106,5,0.92019,1.90497,0.07419,-0.2721,256.45657,265.49791,2,5.1212,9.04133999999999,3.92013999999999,3.5505
"485",48.4,2117,2106,5,0.94794,1.8619,0.27749,-0.43064,256.55137,265.68411,2,5.1212,9.13273999999996,4.01153999999996,2.033
"486",48.5,2117,2106,5,0.98187,1.80248,0.33927,-0.59426,256.64955,265.86435,2,5.1212,9.21480000000003,4.09360000000003,0.6178
"487",48.6,2117,2106,5,1.01741,1.73512,0.35548,-0.67358,256.7513,266.03786,2,5.1212,9.28656000000001,4.16536000000001,0.1621
"488",48.7,2117,2106,5,1.05731,1.67207,0.39891,-0.63045,256.85703,266.20507,2,5.1212,9.34803999999997,4.22683999999997,0.4343
"489",48.8,2117,2106,5,1.10729,1.62162,0.49989,-0.5045,256.96776,266.36723,2,5.1212,9.39947000000001,4.27827000000001,1.0098
"490",48.9,2117,2106,5,1.17526,1.58575,0.67964,-0.35872,257.08528,266.52581,2,5.1212,9.44052999999997,4.31932999999997,1.7975
"491",49,2117,2106,5,1.27454,1.56243,0.99286,-0.2332,257.21274,266.68205,2,5.1212,9.46931000000001,4.34811000000001,3.1322
"492",49.1,2117,2106,5,1.41887,1.54853,1.44321,-0.13905,257.35462,266.83691,2,5.1212,9.48228999999998,4.36108999999998,4.5035
"493",49.2,2117,2106,5,1.60696,1.54143,1.88092,-0.07097,257.51532,266.99105,2,5.1212,9.47573,4.35453,4.3771
"494",49.3,2117,2106,5,1.82055,1.53962,2.13597,-0.01814,257.69737,267.14501,2,5.1212,9.44764000000004,4.32644000000004,2.5505
"495",49.4,2117,2106,5,2.03614,1.54279,2.15584,0.03171,257.90099,267.29929,2,5.1212,9.39830000000001,4.27710000000001,0.198700000000001
"496",49.5,2117,2106,5,2.23128,1.55191,1.95144,0.09121,258.12412,267.45448,2,5.1212,9.33035999999998,4.20915999999998,-2.044
"497",49.6,2117,2106,5,2.38614,1.56932,1.54853,0.17417,258.36273,267.61141,2,5.1212,9.24867999999998,4.12747999999998,-4.0291
"498",49.7,2117,2106,5,2.48639,1.59899,1.0025,0.29667,258.61137,267.77131,2,5.1212,9.15994000000001,4.03874000000001,-5.4603
"499",49.8,2117,2106,5,2.52899,1.64624,0.426,0.47246,258.86427,267.93593,2,5.1212,9.07166000000001,3.95046000000001,-5.765
"500",49.9,2117,2106,5,2.53335,1.71563,0.04365,0.69391,259.1176,268.1075,2,5.1212,8.98990000000003,3.86870000000003,-3.8235
"501",50,2117,2106,5,2.52929,1.80705,-0.04064,0.91418,259.37053,268.2882,2,5.1212,8.91767000000004,3.79647000000004,-0.8429
"502",50.1,2117,2106,5,2.52811,1.91447,-0.0118,1.07425,259.62334,268.47965,2,5.1212,8.85631000000001,3.73511000000001,0.2884
"503",50.2,2117,2106,5,2.52796,2.0298,-0.00148,1.15329,259.87614,268.68263,2,5.1212,8.80649,3.68529,0.1032
"504",50.3,2117,2106,5,2.52812,2.14685,0.00164,1.17051,260.12895,268.89731,2,5.1212,8.76836000000003,3.64716000000003,0.0312
"505",50.4,2117,2106,5,2.52836,2.26201,0.00236,1.15158,260.38178,269.12351,2,5.1212,8.74173000000002,3.62053000000002,0.0072
"506",50.5,2117,2106,5,2.5286,2.37328,0.00241,1.11274,260.63464,269.36084,2,5.1212,8.72620000000001,3.60500000000001,0.000499999999999997
"507",50.6,2117,2106,5,2.52883,2.47956,0.00233,1.06274,260.88753,269.6088,2,5.1212,8.72126999999995,3.60006999999995,-0.000799999999999998
"508",50.7,2117,2106,5,2.52904,2.58012,0.00206,1.0056,261.14043,269.86681,2,5.1212,8.72638000000001,3.60518000000001,-0.0027
"509",50.8,2117,2106,5,2.52916,2.67426,0.00119,0.94148,261.39335,270.13424,2,5.1212,8.74088999999998,3.61968999999998,-0.0087
"510",50.9,2117,2106,5,2.52916,2.76082,6e-05,0.86556,261.64626,270.41032,2,5.1212,8.76406000000003,3.64286000000003,-0.0113
"511",51,2117,2106,5,2.52918,2.8374,0.00015,0.7658,261.89918,270.69406,2,5.1212,8.79487999999998,3.67367999999998,9e-04
"512",51.1,2117,2106,5,2.52941,2.90031,0.00238,0.62911,262.15212,270.98409,2,5.1212,8.83196999999996,3.71076999999996,0.0223
"513",51.2,2117,2106,5,2.53,2.94652,0.00585,0.46205,262.40512,271.27874,2,5.1212,8.87362000000002,3.75242000000002,0.0347
"514",51.3,2117,2106,5,2.53099,2.97614,0.00988,0.2962,262.65822,271.57636,2,5.1212,8.91814000000005,3.79694000000005,0.0403
"515",51.4,2117,2106,5,2.53259,2.99183,0.01598,0.15688,262.91148,271.87554,2,5.1212,8.96406000000002,3.84286000000002,0.061
"516",51.5,2117,2106,5,2.5353,2.99675,0.02712,0.04925,263.16501,272.17521,2,5.1212,9.0102,3.889,0.1114
"517",51.6,2117,2106,5,2.54034,2.99549,0.05044,-0.01256,263.41904,272.47476,2,5.1212,9.05572000000001,3.93452000000001,0.2332
"518",51.7,2117,2106,5,2.54922,2.9949,0.08874,-0.00592,263.67396,272.77425,2,5.1212,9.10028999999997,3.97908999999997,0.383
"519",51.8,2117,2106,5,2.56314,3.00051,0.13926,0.05606,263.93028,273.0743,2,5.1212,9.14402000000001,4.02282000000001,0.5052
"520",51.9,2117,2106,5,2.58776,3.01289,0.24619,0.12379,264.18905,273.37559,2,5.1212,9.18653999999998,4.06533999999998,1.0693
"521",52,2117,2106,5,2.63438,3.02937,0.4662,0.16481,264.45249,273.67853,2,5.1212,9.22604000000001,4.10484000000001,2.2001
"522",52.1,2117,2106,5,2.7066,3.04822,0.72222,0.18856,264.72315,273.98335,2,5.1212,9.2602,4.139,2.5602
"523",52.2,2117,2106,5,2.79155,3.07059,0.84948,0.22366,265.00231,274.29041,2,5.1212,9.28809999999999,4.16689999999999,1.2726
"524",52.3,2117,2106,5,2.87072,3.1,0.79173,0.29414,265.28938,274.60041,2,5.1212,9.31103000000002,4.18983000000002,-0.5775
"525",52.4,2117,2106,5,2.93311,3.14085,0.62389,0.40843,265.58269,274.9145,2,5.1212,9.33180999999996,4.21060999999996,-1.6784
"526",52.5,2117,2106,5,2.97701,3.19843,0.43897,0.57582,265.88039,275.23434,2,5.1212,9.35395,4.23275,-1.8492
"527",52.6,2117,2106,5,3.00566,3.28192,0.28651,0.83491,266.18096,275.56253,2,5.1212,9.38156999999995,4.26036999999995,-1.5246
"528",52.7,2117,2106,5,3.02347,3.39757,0.17812,1.15646,266.48331,275.90229,2,5.1212,9.41897999999998,4.29777999999998,-1.0839
"529",52.8,2117,2106,5,3.0343,3.53959,0.10827,1.4202,266.78674,276.25625,2,5.1212,9.46951000000001,4.34831000000001,-0.6985
"530",52.9,2117,2106,5,3.04094,3.69755,0.06642,1.57967,267.09083,276.626,2,5.1212,9.53516999999999,4.41396999999999,-0.4185
"531",53,2117,2106,5,3.0452,3.86357,0.0426,1.66018,267.39535,277.01236,2,5.1212,9.61700999999999,4.49580999999999,-0.2382
"532",53.1,2117,2106,5,3.04828,4.03118,0.0308,1.67606,267.70018,277.41548,2,5.1212,9.71530000000001,4.59410000000001,-0.118
"533",53.2,2117,2106,5,3.05114,4.19466,0.02855,1.63484,268.00529,277.83494,2,5.1212,9.82965000000002,4.70845000000002,-0.0225
"534",53.3,2117,2106,5,3.05452,4.3487,0.03383,1.54038,268.31074,278.26981,2,5.1212,9.95907,4.83787,0.0528
"535",53.4,2117,2106,5,3.05884,4.48819,0.04325,1.39488,268.61663,278.71863,2,5.1212,10.102,4.98080000000003,0.0942
"536",53.5,2117,2106,5,3.06387,4.60821,0.05021,1.20019,268.92301,279.17945,2,5.1212,10.25644,5.13524,0.0696
"537",53.6,2117,2106,5,3.06744,4.7041,0.03571,0.95893,269.22976,279.64986,2,5.1212,10.4201,5.29889999999999,-0.145
"538",53.7,2117,2106,5,3.06462,4.7717,-0.02818,0.676,269.53622,280.12703,2,5.1212,10.59081,5.46960999999998,-0.6389
"539",53.8,2117,2106,5,3.0553,4.80781,-0.0932,0.36114,269.84175,280.60781,2,5.1212,10.76606,5.64485999999998,-0.6502
"540",53.9,2117,2106,5,3.05814,4.81119,0.0284,0.03379,270.14756,281.08893,2,5.1212,10.94137,5.82017000000001,1.216
"541",54,2117,2106,5,3.09834,4.78444,0.40204,-0.26751,270.4574,281.56737,2,5.1212,11.10997,5.98876999999998,3.7364
"542",54.1,2117,2106,5,3.17883,4.73778,0.80485,-0.46661,270.77528,282.04115,2,5.1212,11.26587,6.14467000000001,4.0281
"543",54.2,2117,2106,5,3.28493,4.69488,1.06106,-0.429,271.10377,282.51064,2,5.1212,11.40687,6.28567000000003,2.5621
"544",54.3,2117,2106,5,3.40455,4.68059,1.1962,-0.1429,271.44423,282.9787,2,5.1212,11.53447,6.41327,1.3514
"545",54.4,2117,2106,5,3.5314,4.701,1.2685,0.20408,271.79737,283.4488,2,5.1212,11.65143,6.53023,0.723
"546",54.5,2117,2106,5,3.66211,4.7544,1.30703,0.53404,272.16358,283.92424,2,5.1212,11.76066,6.63945999999997,0.3853
"547",54.6,2117,2106,5,3.79476,4.84873,1.32657,0.94325,272.54306,284.40911,2,5.1212,11.86605,6.74484999999997,0.195400000000001
"548",54.7,2117,2106,5,3.92823,4.9954,1.33463,1.46672,272.93588,284.90865,2,5.1212,11.97277,6.85157000000003,0.0805999999999996
"549",54.8,2117,2106,5,4.06173,5.19081,1.33501,1.95412,273.34205,285.42773,2,5.1212,12.08568,6.96448000000002,0.00380000000000047
"550",54.9,2117,2106,5,4.19469,5.41171,1.32965,2.20899,273.76152,285.9689,2,5.1212,12.20738,7.08618,-0.0536000000000003
"551",55,2117,2106,5,4.32664,5.62889,1.31949,2.17178,274.19418,286.53179,2,5.1212,12.33761,7.21640999999998,-0.101599999999999
"552",55.1,2117,2106,5,4.45714,5.81607,1.30501,1.87178,274.6399,287.1134,2,5.1212,12.4735,7.3523,-0.1448
"553",55.2,2117,2106,5,4.58579,5.95271,1.28643,1.3664,275.09848,287.70867,2,5.1212,12.61019,7.48898999999999,-0.1858
"554",55.3,2117,2106,5,4.71217,6.02982,1.26383,0.77112,275.56969,288.31165,2,5.1212,12.74196,7.62076000000001,-0.226
"555",55.4,2117,2106,5,4.83589,6.06138,1.23724,0.31559,276.05328,288.91779,2,5.1212,12.8645100000001,7.74331000000005,-0.265900000000001
"556",55.5,2117,2106,5,4.95656,6.07479,1.20666,0.1341,276.54894,289.52527,2,5.1212,12.97633,7.85512999999996,-0.305799999999998
"557",55.6,2117,2106,5,5.07376,6.08361,1.17204,0.0882,277.05632,290.13363,2,5.1212,13.07731,7.95610999999995,-0.346200000000001
"558",55.7,2117,2106,5,5.1871,6.08926,1.13334,0.05655,277.57503,290.74255,2,5.1212,13.16752,8.04631999999997,-0.387
"559",55.8,2117,2106,5,5.29615,6.09289,1.0905,0.03632,278.10464,291.35184,2,5.1212,13.2472,8.12599999999996,-0.4284
"560",55.9,2117,2106,5,5.40049,6.09538,1.04341,0.0249,278.64469,291.96138,2,5.1212,13.31669,8.19548999999999,-0.470900000000001
"561",56,2117,2106,5,5.49968,6.09746,0.99193,0.02077,279.19466,292.57113,2,5.1212,13.37647,8.25526999999998,-0.5148
"562",56.1,2117,2106,5,5.59326,6.09979,0.93579,0.02329,279.75398,293.18111,2,5.1212,13.42713,8.30592999999998,-0.5614
"563",56.2,2117,2106,5,5.68071,6.10309,0.8745,0.03306,280.32205,293.79142,2,5.1212,13.46937,8.34817000000003,-0.6129
"564",56.3,2117,2106,5,5.76142,6.10837,0.80716,0.05276,280.8982,294.40225,2,5.1212,13.50405,8.38285000000001,-0.673400000000001
"565",56.4,2117,2106,5,5.83463,6.11716,0.73205,0.08794,281.48166,295.01397,2,5.1212,13.53231,8.41111,-0.7511
"566",56.5,2117,2106,5,5.89921,6.13186,0.64578,0.14698,282.07158,295.62716,2,5.1212,13.55558,8.43438000000002,-0.8627
"567",56.6,2117,2106,5,5.95339,6.1559,0.54181,0.24035,282.66692,296.24275,2,5.1212,13.57583,8.45463,-1.0397
"568",56.7,2117,2106,5,5.99412,6.19355,0.40729,0.37648,283.26633,296.8621,2,5.1212,13.59577,8.47457000000002,-1.3452
"569",56.8,2117,2106,5,6.01833,6.24805,0.24213,0.54507,283.86816,297.48691,2,5.1212,13.61875,8.49755000000003,-1.6516
"570",56.9,2117,2106,5,6.02516,6.31869,0.0683,0.70633,284.47068,298.11877,2,5.1212,13.64809,8.52688999999997,-1.7383
"571",57,2117,2106,5,6.0148,6.40156,-0.10355,0.82876,285.07216,298.75893,2,5.1212,13.68677,8.56557000000002,-1.7185
"572",57.1,2117,2106,5,5.98693,6.49509,-0.27879,0.93526,285.67085,299.40844,2,5.1212,13.73759,8.61639000000001,-1.7524
"573",57.2,2117,2106,5,5.94225,6.60301,-0.44677,1.0792,286.26508,300.06874,2,5.1212,13.80366,8.68245999999998,-1.6798
"574",57.3,2117,2106,5,5.88916,6.73143,-0.53085,1.28426,286.85399,300.74188,2,5.1212,13.88789,8.76668999999997,-0.8408
"575",57.4,2117,2106,5,5.85095,6.88217,-0.38217,1.50738,287.43909,301.4301,2,5.1212,13.99101,8.86980999999996,1.4868
"576",57.5,2117,2106,5,5.85719,7.04625,0.06243,1.64076,288.02481,302.13473,2,5.1212,14.10992,8.98871999999999,4.446
"577",57.6,2117,2106,5,5.92222,7.20462,0.65028,1.58373,288.61703,302.85519,2,5.1212,14.23816,9.11695999999999,5.8785
"578",57.7,2117,2106,5,6.03786,7.33834,1.15642,1.33721,289.22081,303.58902,2,5.1212,14.36821,9.24701000000003,5.0614
"579",57.8,2117,2106,5,6.18523,7.43829,1.47369,0.9995,289.83934,304.33285,2,5.1212,14.49351,9.37231000000001,3.1727
"580",57.9,2117,2106,5,6.34626,7.50579,1.61031,0.67499,290.47396,305.08343,2,5.1212,14.60947,9.48827000000004,1.3662
"581",58,2117,2106,5,6.50745,7.54724,1.6119,0.41447,291.12471,305.83815,2,5.1212,14.71344,9.59223999999999,0.015900000000002
"582",58.1,2117,2106,5,6.65974,7.56935,1.52286,0.22111,291.79068,306.59509,2,5.1212,14.80441,9.68321000000002,-0.8904
"583",58.2,2117,2106,5,6.7974,7.57703,1.37665,0.07682,292.47042,307.35279,2,5.1212,14.88237,9.76117000000004,-1.4621
"584",58.3,2117,2106,5,6.917,7.57308,1.19594,-0.03951,293.16212,308.1101,2,5.1212,14.94798,9.82677999999997,-1.8071
"585",58.4,2117,2106,5,7.01653,7.55793,0.99534,-0.15154,293.86377,308.86589,2,5.1212,15.00212,9.88091999999999,-2.006
"586",58.5,2117,2106,5,7.09495,7.53249,0.78418,-0.25441,294.57327,309.61914,2,5.1212,15.04587,9.92467000000004,-2.1116
"587",58.6,2117,2106,5,7.15183,7.50695,0.56878,-0.25535,295.28845,310.36984,2,5.1212,15.08139,9.96019,-2.154
"588",58.7,2117,2106,5,7.18724,7.49846,0.35416,-0.0849,296.00718,311.11968,2,5.1212,15.1125,9.99130000000001,-2.1462
"589",58.8,2117,2106,5,7.2018,7.51272,0.14557,0.14258,296.72736,311.87095,2,5.1212,15.14359,10.02239,-2.0859
"590",58.9,2117,2106,5,7.1968,7.53925,-0.05004,0.26531,297.44704,312.62488,2,5.1212,15.17784,10.05664,-1.9561
"591",59,2117,2106,5,7.17457,7.56572,-0.22223,0.26472,298.16449,313.38145,2,5.1212,15.21696,10.09576,-1.7219
"592",59.1,2117,2106,5,7.13908,7.58676,-0.35489,0.21041,298.8784,314.14013,2,5.1212,15.26173,10.14053,-1.3266
"593",59.2,2117,2106,5,7.09669,7.60224,-0.42392,0.1548,299.58807,314.90035,2,5.1212,15.31228,10.19108,-0.6903
"594",59.3,2117,2106,5,7.05707,7.61408,-0.39619,0.11834,300.29378,315.66176,2,5.1212,15.36798,10.24678,0.2773
"595",59.4,2117,2106,5,7.03366,7.62475,-0.23416,0.10675,300.99714,316.42423,2,5.1212,15.42709,10.30589,1.6203
"596",59.5,2117,2106,5,7.04187,7.63708,0.08209,0.12329,301.70133,317.18794,2,5.1212,15.48661,10.36541,3.1625
"597",59.6,2117,2106,5,7.09228,7.65444,0.50409,0.17356,302.41056,317.95339,2,5.1212,15.54283,10.42163,4.22
"598",59.7,2117,2106,5,7.18076,7.68102,0.88482,0.26579,303.12863,318.72149,2,5.1212,15.59286,10.47166,3.8073
"599",59.8,2117,2106,5,7.28704,7.72147,1.06277,0.40451,303.85734,319.49363,2,5.1212,15.63629,10.51509,1.7795
"600",59.9,2117,2106,5,7.3869,7.78207,0.99868,0.60608,304.59603,320.27184,2,5.1212,15.67581,10.55461,-0.6409
"601",60,2117,2106,5,7.46544,7.87537,0.78535,0.93297,305.34257,321.05938,2,5.1212,15.71681,10.59561,-2.1333
"602",60.1,2117,2106,5,7.51929,8.01661,0.53848,1.4124,306.0945,321.86104,2,5.1212,15.76654,10.64534,-2.4687
"603",60.2,2117,2106,5,7.55145,8.20409,0.32167,1.87476,306.84965,322.68145,2,5.1212,15.8318,10.7106,-2.1681
"604",60.3,2117,2106,5,7.56626,8.41141,0.14804,2.07327,307.60627,323.52259,2,5.1212,15.91632,10.79512,-1.7363
"605",60.4,2117,2106,5,7.567,8.60587,0.00742,1.94453,308.36297,324.38318,2,5.1212,16.02021,10.89901,-1.4062
"606",60.5,2117,2106,5,7.5548,8.76304,-0.12195,1.57173,309.11845,325.25948,2,5.1212,16.14103,11.01983,-1.2937
"607",60.6,2117,2106,5,7.53122,8.87017,-0.23589,1.07128,309.87157,326.1465,2,5.1212,16.27493,11.15373,-1.1394
"608",60.7,2117,2106,5,7.50683,8.93225,-0.24384,0.62086,310.62226,327.03972,2,5.1212,16.41746,11.29626,-0.0795000000000001
"609",60.8,2117,2106,5,7.49895,8.96678,-0.07886,0.3453,311.37215,327.9364,2,5.1212,16.56425,11.44305,1.6498
"610",60.9,2117,2106,5,7.51343,8.9859,0.14488,0.19121,312.12349,328.83499,2,5.1212,16.7115,11.5903,2.2374
"611",61,2117,2106,5,7.54013,8.99382,0.26693,0.07917,312.87751,329.73437,2,5.1212,16.85686,11.73566,1.2205
"612",61.1,2117,2106,5,7.56694,8.99247,0.26817,-0.01354,313.6342,330.63362,2,5.1212,16.99942,11.87822,0.0124000000000002
"613",61.2,2117,2106,5,7.58866,8.98243,0.21713,-0.10038,314.39307,331.53186,2,5.1212,17.13879,12.01759,-0.5104
"614",61.3,2117,2106,5,7.60532,8.96262,0.16661,-0.19813,315.1536,332.42813,2,5.1212,17.27453,12.15333,-0.5052
"615",61.4,2117,2106,5,7.61921,8.92964,0.13892,-0.32973,315.91552,333.32109,2,5.1212,17.40557,12.28437,-0.2769
"616",61.5,2117,2106,5,7.63346,8.88631,0.14247,-0.43331,316.67887,334.20972,2,5.1212,17.53085,12.40965,0.0355000000000003
"617",61.6,2117,2106,5,7.65188,8.85127,0.1842,-0.35042,317.44405,335.09485,2,5.1212,17.6508,12.5296,0.4173
"618",61.7,2117,2106,5,7.6792,8.84397,0.27323,-0.07298,318.21197,335.97925,2,5.1212,17.76728,12.64608,0.8903
"619",61.8,2117,2106,5,7.721,8.8604,0.41805,0.16431,318.98407,336.86529,2,5.1212,17.88122,12.76002,1.4482
"620",61.9,2117,2106,5,7.78515,8.87767,0.64142,0.17268,319.76259,337.75305,2,5.1212,17.99046,12.86926,2.2337
"621",62,2117,2106,5,7.88414,8.87761,0.98989,-0.00058,320.551,338.64081,2,5.1212,18.08981,12.96861,3.4847
"622",62.1,2117,2106,5,8.02652,8.85972,1.42382,-0.17897,321.35365,339.52679,2,5.1212,18.17314,13.05194,4.3393
"623",62.2,2117,2106,5,8.20618,8.83847,1.79666,-0.21243,322.17427,340.41063,2,5.1212,18.23636,13.11516,3.7284
"624",62.3,2117,2106,5,8.40897,8.83227,2.0279,-0.06201,323.01517,341.29386,2,5.1212,18.27869,13.15749,2.3124
"625",62.4,2117,2106,5,8.62098,8.85212,2.12002,0.19848,323.87727,342.17907,2,5.1212,18.3018,13.1806,0.9212
"626",62.5,2117,2106,5,8.82878,8.89661,2.07802,0.44486,324.76015,343.06873,2,5.1212,18.30858,13.18738,-0.419999999999998
"627",62.6,2117,2106,5,9.01936,8.95408,1.9058,0.57471,325.66208,343.96414,2,5.1212,18.30206,13.18086,-1.7222
"628",62.7,2117,2106,5,9.18033,9.00999,1.6097,0.55908,326.58011,344.86514,2,5.1212,18.28503,13.16383,-2.961
"629",62.8,2117,2106,5,9.30055,9.05437,1.20223,0.4438,327.51017,345.77058,2,5.1212,18.26041,13.13921,-4.0747
"630",62.9,2117,2106,5,9.3714,9.08402,0.70846,0.29658,328.44731,346.67898,2,5.1212,18.23167,13.11047,-4.9377
"631",63,2117,2106,5,9.38926,9.09973,0.17858,0.15705,329.38624,347.58895,2,5.1212,18.20271,13.08151,-5.2988
"632",63.1,2117,2106,5,9.36047,9.10271,-0.28785,0.0298,330.32228,348.49922,2,5.1212,18.17694,13.05574,-4.6643
"633",63.2,2117,2106,5,9.31105,9.09277,-0.49425,-0.09936,331.25339,349.4085,2,5.1212,18.15511,13.03391,-2.064
"634",63.3,2117,2106,5,9.27051,9.06709,-0.40536,-0.25684,332.18044,350.31521,2,5.1212,18.13477,13.01357,0.8889
"635",63.4,2117,2106,5,9.24278,9.02192,-0.27732,-0.45172,333.10472,351.2174,2,5.1212,18.11268,12.99148,1.2804
"636",63.5,2117,2106,5,9.21967,8.96395,-0.2311,-0.57962,334.02668,352.11379,2,5.1212,18.08711,12.96591,0.4622
"637",63.6,2117,2106,5,9.19961,8.91834,-0.2006,-0.45619,334.94664,353.00563,2,5.1212,18.05899,12.93779,0.305
"638",63.7,2117,2106,5,9.184,8.90986,-0.15614,-0.08476,335.86504,353.89661,2,5.1212,18.03157,12.91037,0.4446
"639",63.8,2117,2106,5,9.17389,8.93765,-0.10104,0.27787,336.78243,354.79038,2,5.1212,18.0079500000001,12.8867500000001,0.551
"640",63.9,2117,2106,5,9.16925,8.9797,-0.04644,0.4205,337.69936,355.68835,2,5.1212,17.98899,12.86779,0.546
"641",64,2117,2106,5,9.16945,9.01441,0.00202,0.34714,338.6163,356.58979,2,5.1212,17.97349,12.85229,0.4846
"642",64.1,2117,2106,5,9.17322,9.02972,0.03772,0.15314,339.53362,357.49276,2,5.1212,17.95914,12.83794,0.357
"643",64.2,2117,2106,5,9.1761,9.02003,0.0288,-0.09696,340.45123,358.39476,2,5.1212,17.94353,12.82233,-0.0892
"644",64.3,2117,2106,5,9.167,8.98825,-0.09099,-0.31781,341.36793,359.29359,2,5.1212,17.92566,12.80446,-1.1979
"645",64.4,2117,2106,5,9.13229,8.95522,-0.34714,-0.33025,342.28116,360.18911,2,5.1212,17.90795,12.78675,-2.5615
"646",64.5,2117,2106,5,9.0676,8.94889,-0.64689,-0.06334,343.18792,361.084,2,5.1212,17.89608,12.77488,-2.9975
"647",64.6,2117,2106,5,8.9834,8.97567,-0.84203,0.26781,344.08626,361.98157,2,5.1212,17.89531,12.77411,-1.9514
"648",64.7,2117,2106,5,8.89997,9.01844,-0.83425,0.42775,344.97626,362.88341,2,5.1212,17.90715,12.78595,0.077799999999999
"649",64.8,2117,2106,5,8.84004,9.05921,-0.59936,0.40769,345.86026,363.78933,2,5.1212,17.92907,12.80787,2.3489
"650",64.9,2117,2106,5,8.82053,9.09037,-0.19503,0.31154,346.74232,364.69837,2,5.1212,17.95605,12.83485,4.0433
"651",65,2117,2106,5,8.8434,9.11158,0.22868,0.21209,347.62666,365.60953,2,5.1212,17.98287,12.86167,4.2371
"652",65.1,2117,2106,5,8.89383,9.12512,0.50424,0.13549,348.51604,366.52204,2,5.1212,18.006,12.8848,2.7556
"653",65.2,2117,2106,5,8.95086,9.13343,0.57036,0.08307,349.41113,367.43538,2,5.1212,18.02425,12.90305,0.6612
"654",65.3,2117,2106,5,8.99987,9.13831,0.49005,0.04876,350.31111,368.34921,2,5.1212,18.0381,12.9169,-0.8031
"655",65.4,2117,2106,5,9.03572,9.14098,0.35857,0.02676,351.21469,369.26331,2,5.1212,18.04862,12.92742,-1.3148
"656",65.5,2117,2106,5,9.05911,9.14223,0.23386,0.01248,352.1206,370.17754,2,5.1212,18.05694,12.93574,-1.2471
"657",65.6,2117,2106,5,9.07254,9.14241,0.13427,0.00178,353.02785,371.09178,2,5.1212,18.06393,12.94273,-0.9959
"658",65.7,2117,2106,5,9.07832,9.14152,0.05782,-0.00887,353.93568,372.00593,2,5.1212,18.07025,12.94905,-0.7645
"659",65.8,2117,2106,5,9.07772,9.13931,-0.00596,-0.02208,354.84345,372.91986,2,5.1212,18.07641,12.95521,-0.6378
"660",65.9,2117,2106,5,9.07075,9.13527,-0.06975,-0.04045,355.75053,373.83339,2,5.1212,18.08286,12.96166,-0.6379
"661",66,2117,2106,5,9.05634,9.12844,-0.14407,-0.06826,356.65616,374.74623,2,5.1212,18.09007,12.96887,-0.7432
"662",66.1,2117,2106,5,9.03228,9.11752,-0.24062,-0.10926,357.55939,375.65798,2,5.1212,18.09859,12.97739,-0.9655
"663",66.2,2117,2106,5,8.99653,9.10154,-0.35745,-0.15976,358.45904,376.56814,2,5.1212,18.1091,12.9879,-1.1683
"664",66.3,2117,2106,5,8.95514,9.0833,-0.41393,-0.18241,359.35456,377.47647,2,5.1212,18.12191,13.00071,-0.5648
"665",66.4,2117,2106,5,8.92703,9.0762,-0.28109,-0.07101,360.24726,378.38409,2,5.1212,18.13683,13.01563,1.3284
"666",66.5,2117,2106,5,8.92905,9.10487,0.02017,0.2867,361.14017,379.29457,2,5.1212,18.1544,13.0332,3.0126
"667",66.6,2117,2106,5,8.95798,9.18998,0.28932,0.85115,362.03596,380.21357,2,5.1212,18.17761,13.05641,2.6915
"668",66.7,2117,2106,5,8.99664,9.32946,0.3866,1.39476,362.93563,381.14652,2,5.1212,18.21089,13.08969,0.9728
"669",66.8,2117,2106,5,9.03115,9.49646,0.34507,1.66995,363.83874,382.09616,2,5.1212,18.25742,13.13622,-0.4153
"670",66.9,2117,2106,5,9.05664,9.65675,0.2549,1.603,364.74441,383.06184,2,5.1212,18.31743,13.19623,-0.9017
"671",67,2117,2106,5,9.07364,9.78846,0.17003,1.31707,365.65177,384.04069,2,5.1212,18.38892,13.26772,-0.8487
